Unique ID,Business Name,Type (Chain/Independent),Probability of Muslim Ownership,Category,Street,City,Zip Code,State/Region,Country,Phone Number,Website URL,Google Maps Link,Latitude,Longitude,Opening Hours,Facebook,Instagram,TikTok,Data Source
UK-COV-002,Defenda Couriers,Independent,,Shipping Services,H1,Coventry,CV7 9ND,Exhall,UK,+44 24 7646 6000,https://www.defendacouriers.co.uk,https://www.google.com/maps/place/DEFENDA+COURIERS/data=!4m7!3m6!1s0x48774b2c055ed237:0x389a82e6b2d47e32!8m2!3d52.458891!4d-1.48258!16s%2Fg%2F1tnbkmwy!19sChIJN9JeBSxLd0gRMn7UsuaCmjg,52.4265813,-1.6142928,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
UK-COV-003,Dhl Express Service Point (ryman Coventry),Independent,,Shipping Services,Shopping Centre,Coventry,CV1 1DX,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/west-midlands/warwickshire/unit-80-lowerprecinct/?utm_source=gmb&utm_medium=listings&utm_content=BHX056&utm_campaign=local_listings&y_source=1_Mzg2NjUwOTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Ryman+Coventry%29/data=!4m7!3m6!1s0x48774bbacf9e0491:0xa1a59b41ada972d1!8m2!3d52.408456!4d-1.5140371!16s%2Fg%2F11b8v9dqqf!19sChIJkQSez7pLd0gR0XKprUGbpaE,52.4265813,-1.6142928,Tue: 9 AM-5:30 PM? | Wed: 9 AM-5:30 PM? | Thu: 9 AM-5:30 PM? | Fri: 9 AM-5:30 PM? | Sat: 9 AM-5:30 PM? | Sun: 10:30 AM-4:30 PM? | Mon: 9 AM-5:30 PM?,,,,Google Maps
UK-COV-004,Roadwise Transport Ltd,Independent,,Shipping Services,Ground Floor,Coventry,CV3 1JA,38-44 Binley Rd,UK,+44 24 7510 2888,https://www.roadwisetransport.co.uk,https://www.google.com/maps/place/Roadwise+Transport+LTD/data=!4m7!3m6!1s0x48774b8fc791db53:0x9fc67ca5927bc402!8m2!3d52.406927!4d-1.4890903!16s%2Fg%2F11y3dsqgt4!19sChIJU9uRx49Ld0gRAsR7kqV8xp8,52.4265813,-1.6142928,Open 24 hours,,,,Google Maps
UK-COV-005,Cov Logistics | Storage | Removals | Man & Van | Courier Service | Coventry,Independent,,Shipping Services,Unit 8,Coventry,CV6 5EQ,,UK,+44 24 7767 6865,http://www.covlogistics.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6275595565066556930,https://www.google.com/maps/place/Cov+Logistics+%7C+Storage+%7C+Removals+%7C+Man+%26+Van+%7C+Courier+Service+%7C+Coventry/data=!4m7!3m6!1s0x48774be92a277c43:0x532730b0717e0f46!8m2!3d52.4208517!4d-1.4914079!16s%2Fg%2F11qg97cd42!19sChIJQ3wnKulLd0gRRg9-cbAwJ1M,52.4265813,-1.6142928,Open 24 hours,,,,Google Maps
UK-COV-006,"Dhl Express (send Urgent Documents, Courier, Parcel, Excess Baggage Worldwide)",Independent,,Shipping Services,Foleshill Community Centre,Coventry,CV6 5HP,,UK,+44 20 3761 6100,https://www.dhl.com/en/express/tracking.html,"https://www.google.com/maps/place/DHL+Express+%28Send+Urgent+Documents,+Courier,+Parcel,+Excess+Baggage+Worldwide%29/data=!4m7!3m6!1s0x48774bf42825f1bf:0x496be616462b8274!8m2!3d52.433953!4d-1.4951459!16s%2Fg%2F11cjkpqf81!19sChIJv_ElKPRLd0gRdIIrRhbma0k",52.4265813,-1.6142928,Tue: 10 AM-7 PM? | Wed: 10 AM-7 PM? | Thu: 10 AM-7 PM? | Fri: 10 AM-7 PM? | Sat: 10 AM-4 PM? | Sun: 10 AM-2 PM? | Mon: 10 AM-7 PM?,,,,Google Maps
UK-COV-007,Ups Scs Coventry,Independent,,Shipping Services,Cross Point Business Park,Coventry,CV2 2SY,,UK,+44 24 7670 1000,https://www.ups-scs.com,https://www.google.com/maps/place/UPS+SCS+Coventry/data=!4m7!3m6!1s0x4877492bfcc72207:0x4fb966cfca5c1cb4!8m2!3d52.4313317!4d-1.4323425!16s%2Fg%2F1tf64zzc!19sChIJByLH_CtJd0gRtBxcys9muU8,52.4265813,-1.6142928,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
UK-DER-001,Kcs Couriers (kashmir Cargo Services) Paksitan Cargo,Independent,,Shipping Services,KCS COURIERS,Derby,DE23 6QD,,UK,+44 7867 860688,http://www.kcscouriers.co.uk,https://www.google.com/maps/place/KCS+COURIERS+%28KASHMIR+CARGO+SERVICES%29+PAKSITAN+CARGO/data=!4m7!3m6!1s0x4879f0dfc425e4ef:0xda597fe19d1d6876!8m2!3d52.9060998!4d-1.4776065!16s%2Fg%2F11g03dnw7d!19sChIJ7-QlxN_weUgRdmgdneF_Wdo,52.9060998,-1.5497043,Tue: 10 AM-6 PM? | Wed: 10:15 AM-6 PM? | Thu: 10 AM-6 PM? | Fri: 10 AM-6 PM? | Sat: 10 AM-4 PM? | Sun: Closed? | Mon: 10 AM-6 PM?,,,,Google Maps
UK-DER-002,Dhl Express Service Point (ryman Derby),Independent,,Shipping Services,Level 1,Derby,DE1 2PG,Unit 116 South Mall,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/east-midlands/derbyshire/level-1-unit-116-south-mall/?utm_source=gmb&utm_medium=listings&utm_content=EMA022&utm_campaign=local_listings&y_source=1_Mzg2NjQ4NjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Ryman+Derby%29/data=!4m7!3m6!1s0x4879f1171ef3e57f:0xf72d5672ad761c91!8m2!3d52.9203004!4d-1.4738108!16s%2Fg%2F11r8g2t07!19sChIJf-XzHhfxeUgRkRx2rXJWLfc,52.9203004,-1.5459086,Tue: 9 AM-6 PM? | Wed: 9 AM-6 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 10:30 AM-4:30 PM? | Mon: 9 AM-6 PM?,,,,Google Maps
UK-DER-003,Dhl Express Service Point (mobile Hub Derby),Independent,,Shipping Services,859 Osmaston Rd,Derby,DE24 9BR,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/east-midlands/derbyshire/859-osmaston-road/?utm_source=gmb&utm_medium=listings&utm_content=EMA1XP&utm_campaign=local_listings&y_source=1_MTA5MDQ1NDE3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Mobile+Hub+Derby%29/data=!4m7!3m6!1s0x4879f16446f75b41:0xb8c030ee7600cca0!8m2!3d52.8896266!4d-1.4509721!16s%2Fg%2F11wtcclg6h!19sChIJQVv3RmTxeUgRoMwAdu4wwLg,52.9060998,-1.5497043,Tue: 9 AM-7 PM? | Wed: 9 AM-7 PM? | Thu: 9 AM-7 PM? | Fri: 9 AM-7 PM? | Sat: 9 AM-7 PM? | Sun: 10 AM-5 PM? | Mon: 9 AM-7 PM?,,,,Google Maps
UK-DER-004,Touchstone Freight Services Ltd,Independent,,Shipping Services,Unit 3C,Derby,DE24 8HU,Allenton,UK,+44 7488 883114,https://touchstonefreight.co.uk,https://www.google.com/maps/place/Touchstone+Freight+Services+Ltd/data=!4m7!3m6!1s0x4879f11a05922529:0xfeee7c2219f7ca49!8m2!3d52.8975545!4d-1.4494792!16s%2Fg%2F11ft4yyml8!19sChIJKSWSBRrxeUgRScr3GSJ87v4,52.9060998,-1.5497043,Tue: 9 AM-5 PM? | Wed: 9 AM-5 PM? | Thu: 9 AM-5 PM? | Fri: 9 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-5 PM?,,,,Google Maps
UK-DER-005,Gregs Couriers Limited,Independent,,Shipping Services,4 Dorking Rd,Derby,DE22 4BU,,UK,+44 7967 330774,,https://www.google.com/maps/place/Gregs+Couriers+Limited/data=!4m7!3m6!1s0x4879f6c635305553:0x4cb2fc2fc39c8c3e!8m2!3d52.9261247!4d-1.5170929!16s%2Fg%2F11j1hyqg62!19sChIJU1UwNcb2eUgRPoycwy_8skw,52.9060998,-1.5497043,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
UK-DER-006,Assured Vehicle Movement & Storage,Independent,,Shipping Services,Private Road,Derby,DE24 8NB,Allenton,UK,+44 345 413 6060,https://www.assured-group.com,https://www.google.com/maps/place/Assured+Vehicle+Movement+%26+Storage/data=!4m7!3m6!1s0x4879f12e8dd1c657:0xfc968dc1509a7372!8m2!3d52.9032142!4d-1.455496!16s%2Fg%2F11sp65vr1n!19sChIJV8bRjS7xeUgRcnOaUMGNlvw,52.9060998,-1.5497043,Tue: 8 AM-5 PM? | Wed: 8 AM-5 PM? | Thu: 8 AM-5 PM? | Fri: 8 AM-5 PM? | Sat: 10 AM-4 PM? | Sun: 10 AM-4 PM? | Mon: 8 AM-5 PM?,,,,Google Maps
UK-DER-007,Viking Transport Ltd,Independent,,Shipping Services,Mansfield Rd.,Derby,DE21 4AW,,UK,+44 1332 292285,https://vikingtransport.com,https://www.google.com/maps/place/Viking+Transport+Ltd/data=!4m7!3m6!1s0x4879f10eb85f38a5:0xc903fc40c287465b!8m2!3d52.9367427!4d-1.4652183!16s%2Fg%2F1vy7g30h!19sChIJpThfuA7xeUgRW0aHwkD8A8k,52.9060998,-1.5497043,Tue: 9 AM-5:30 PM? | Wed: 9 AM-5:30 PM? | Thu: 9 AM-5:30 PM? | Fri: 9 AM-5:30 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-5:30 PM?,,,,Google Maps
UK-DER-008,Fresh Logistics Refrigerated Couriers,Independent,,Shipping Services,Downing Rd,Derby,DE21 6HA,,UK,+44 800 612 6512,https://freshlogistics.co.uk/drop-us-a-line,https://www.google.com/maps/place/Fresh+Logistics+Refrigerated+Couriers/data=!4m7!3m6!1s0x4879e8be8dbda15b:0xed1fc0b8fa7c285!8m2!3d52.921283!4d-1.450647!16s%2Fg%2F1th0mb90!19sChIJW6G9jb7oeUgRhcKnjwv80Q4,52.9060998,-1.5497043,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
UK-DER-009,Dhl Ecommerce Servicepoint Derby,Independent,,Shipping Services,19 Jubilee Rd,Derby,DE24 9FG,,UK,+44 24 7693 7770,https://www.dhl.com/gb-en/ecommerce/uk/business-services/servicepoints.html,https://www.google.com/maps/place/DHL+eCommerce+ServicePoint+DERBY/data=!4m7!3m6!1s0x4879f1bd27778801:0x27c4722895b44eca!8m2!3d52.8836324!4d-1.4454648!16s%2Fg%2F11sy71blxh!19sChIJAYh3J73xeUgRyk60lShyxCc,52.9060998,-1.5497043,Tue: 7 AM-11 PM? | Wed: 7 AM-11 PM? | Thu: 7 AM-11 PM? | Fri: 7 AM-11 PM? | Sat: 7 AM-11 PM? | Sun: 7 AM-11 PM? | Mon: 7 AM-11 PM?,,,,Google Maps
UK-DER-010,Derby Sameday Couriers Ltd,Independent,,Shipping Services,Unit TC045B,Derby,DE24 8HY,Riverside Way,UK,+44 1332 223880,https://derby-couriers.co.uk,https://www.google.com/maps/place/Derby+Sameday+Couriers+Ltd/data=!4m7!3m6!1s0x4879f1a9ae9adc51:0x8f49076fa98a57b7!8m2!3d52.9153798!4d-1.4506957!16s%2Fg%2F1wn_5mzm!19sChIJUdyarqnxeUgRt1eKqW8HSY8,52.9060998,-1.5497043,Tue: 9 AM-4 PM? | Wed: 9 AM-4 PM? | Thu: 9 AM-4 PM? | Fri: 9 AM-1 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-4 PM?,,,,Google Maps
UK-DER-011,Green Star Transport,Independent,,Shipping Services,2-Jan,Derby,DE24 8SR,Allenton,UK,+44 1332 209913,http://www.greenstartransport.co.uk,https://www.google.com/maps/place/Green+Star+Transport/data=!4m7!3m6!1s0x4879f05635e5e24d:0x7d4cdc2365340!8m2!3d52.9004704!4d-1.449252!16s%2Fg%2F11fx8zlqjr!19sChIJTeLlNVbweUgRQFM2ws3UBwA,52.9060998,-1.5497043,Tue: 9 AM-5 PM? | Wed: 9 AM-5 PM? | Thu: 9 AM-5 PM? | Fri: 9 AM-5 PM? | Sat: Closed? | Sun: Closed? | Mon: 9 AM-5 PM?,,,,Google Maps
UK-DER-012,Derby Express Couriers,Independent,,Shipping Services,7 Cranmer Rd,Derby,DE21 6JL,,UK,+44 1332 646100,http://www.derby-exp.co.uk,https://www.google.com/maps/place/Derby+Express+Couriers/data=!4m7!3m6!1s0x4879f10e0d643f81:0xd1cf5433169486a8!8m2!3d52.9227732!4d-1.4634871!16s%2Fg%2F1tjyn7j3!19sChIJgT9kDQ7xeUgRqIaUFjNUz9E,52.9060998,-1.5497043,Tue: 9 AM-4:30 PM? | Wed: 9 AM-4:30 PM? | Thu: 9 AM-4:30 PM? | Fri: 9 AM-4:30 PM? | Sat: 9 AM-12 PM? | Sun: Closed? | Mon: 9 AM-4:30 PM?,,,,Google Maps
UK-MID-001,Dhl Express Service Point (voicelink),Independent,,Shipping Services,144 Victoria Rd,Middlesbrough,TS1 3HU,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/yorkshire-and-the-humber/north-yorkshire/144-victoria-road/?utm_source=gmb&utm_medium=listings&utm_content=MME004&utm_campaign=local_listings&y_source=1_Mzg2NjQ5NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Voicelink%29/data=!4m7!3m6!1s0x487eed056a4d4333:0x5b43b65f43769279!8m2!3d54.5693112!4d-1.2309299!16s%2Fg%2F1hf1xvb32!19sChIJM0NNagXtfkgReZJ2Q1-2Q1s,54.5693112,-1.3030277,Tue: 10 AM-6 PM? | Wed: 10 AM-6 PM? | Thu: 10 AM-6 PM? | Fri: 10 AM-6 PM? | Sat: 10 AM-6 PM? | Sun: 10 AM-6 PM? | Mon: 10 AM-6 PM?,https://www.facebook.com/A2BMIDDLESBROUGH,,,Google Maps
UK-MID-002,Dhl Express Service Point (adulis Limited),Independent,,Shipping Services,124-126 Gresham Rd,Middlesbrough,TS1 4LP,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/yorkshire-and-the-humber/north-yorkshire/124-126-grasham-road/?utm_source=gmb&utm_medium=listings&utm_content=MME1DB&utm_campaign=local_listings&y_source=1_NTI5OTYwNDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Adulis+Limited%29/data=!4m7!3m6!1s0x487eedb3b027a6db:0x69880ebed06743f!8m2!3d54.5696058!4d-1.245844!16s%2Fg%2F11t9_tghd0!19sChIJ26YnsLPtfkgRP3QG7euAmAY,54.5696058,-1.3179418,Tue: 9:30 AM-8 PM? | Wed: 9:30 AM-8 PM? | Thu: 9:30 AM-8 PM? | Fri: 9:30 AM-8 PM? | Sat: 9:30 AM-8 PM? | Sun: 10 AM-8 PM? | Mon: 9:30 AM-8 PM?,,,,Google Maps
UK-MID-003,Rapid Response Transport Uk Ltd,Independent,,Shipping Services,7-8 Drake Ct,Middlesbrough,TS2 1RS,,UK,+44 1642 252010,http://www.rapidresponsetransport.com,https://www.google.com/maps/place/Rapid+Response+Transport+UK+Ltd/data=!4m7!3m6!1s0x487eed474bfdf561:0xe193e135a47144f4!8m2!3d54.5821365!4d-1.2539308!16s%2Fg%2F1thq08q3!19sChIJYfX9S0ftfkgR9ERxpDXhk-E,54.5821365,-1.3260286,Tue: 7 AM-7 PM? | Wed: 7 AM-7 PM? | Thu: 7 AM-7 PM? | Fri: 7 AM-7 PM? | Sat: Closed? | Sun: Closed? | Mon: 7 AM-7 PM?,,,,Google Maps
UK-MID-004,Parcelforce Worldwide,Independent,,Shipping Services,Units 4-6,Middlesbrough,TS2 1RA,Riverside Park Road,UK,+44 344 800 4466,https://www.parcelforce.com/depot-finder/cleveland-depot,https://www.google.com/maps/place/Parcelforce+Worldwide/data=!4m7!3m6!1s0x487eed389fed59e7:0x925c5f292c1ada94!8m2!3d54.5806956!4d-1.2545358!16s%2Fg%2F1tdy_jhf!19sChIJ51ntnzjtfkgRlNoaLClfXJI,54.5806956,-1.3266336,Tue: 8 AM-7 PM? | Wed: 8 AM-7 PM? | Thu: 8 AM-7 PM? | Fri: 8 AM-7 PM? | Sat: 8 AM-12:30 PM? | Sun: Closed? | Mon: 8 AM-7 PM?,,,,Google Maps
UK-MID-005,Maritime Transport Ltd.,Independent,,Shipping Services,Plot 6 Ironmasters Park,Middlesbrough,TS2 1UT,,UK,+44 1642 231930,http://www.maritimetransport.com,https://www.google.com/maps/place/Maritime+Transport+Ltd./data=!4m7!3m6!1s0x487eeda228593587:0x471aaafc98e81e8d!8m2!3d54.5887674!4d-1.2497296!16s%2Fg%2F11c5wl2dwv!19sChIJhzVZKKLtfkgRjR7omPyqGkc,54.5887674,-1.3218274,Tue: 6 AM-7 PM? | Wed: 6 AM-7 PM? | Thu: 6 AM-7 PM? | Fri: 6 AM-7 PM? | Sat: 6 AM-12 AM? | Sun: Closed? | Mon: 6 AM-7 PM?,,,,Google Maps
UK-MID-006,Evri Parcelshop,Independent,,Shipping Services,7 Bourton Ct,Middlesbrough,TS3 7DT,,UK,+44 330 808 5456,https://www.evri.com/?utm_source=google&utm_medium=organic-local&utm_campaign=Middlesborough&utm_content=S34306,https://www.google.com/maps/place/Evri+ParcelShop/data=!4m7!3m6!1s0x487eedf2cb49568d:0x78576fcf01feb316!8m2!3d54.5490988!4d-1.2013282!16s%2Fg%2F11rn4cgcsw!19sChIJjVZJy_LtfkgRFrP-Ac9vV3g,54.5490988,-1.273426,Tue: 7 AM-7 PM? | Wed: 7 AM-7 PM? | Thu: 7 AM-7 PM? | Fri: 7 AM-7 PM? | Sat: 7 AM-7 PM? | Sun: 7 AM-7 PM? | Mon: 7 AM-7 PM?,,,,Google Maps
UK-MID-007,Ups Access Point,Independent,,Shipping Services,114 Waterloo Rd,Middlesbrough,TS1 3HZ,,UK,+44 345 787 7877,https://www.ups.com/gb/en/services/e-commerce/access-point-network.page,https://www.google.com/maps/place/UPS+Access+Point/data=!4m7!3m6!1s0x487eed2b1161b47b:0xf1093fa1a4a711b8!8m2!3d54.568573!4d-1.232605!16s%2Fg%2F11hdjcly16!19sChIJe7RhESvtfkgRuBGnpKE_CfE,54.568573,-1.3047028,Tue: 7 AM-11 PM? | Wed: 7 AM-11 PM? | Thu: 7 AM-11 PM? | Fri: 7 AM-11 PM? | Sat: 7 AM-11 PM? | Sun: 7 AM-11 PM? | Mon: 7 AM-11 PM?,,,,Google Maps
UK-PET-001,Speedy Couriers,Independent,,Shipping Services,What3Words: frogs.note.clay,Peterborough,PE1 5XF,,UK,+44 1733 566442,http://www.speedycouriers.co.uk,https://www.google.com/maps/place/Speedy+Couriers/data=!4m7!3m6!1s0x4877f089a4ec47c3:0xd34bd2e0744e6d62!8m2!3d52.576511!4d-0.211583!16s%2Fg%2F1wtbtd9x!19sChIJw0fspInwd0gRYm1OdODSS9M,52.576511,-74.039708,Tue: Open 24 hours? | Wed: Open 24 hours? | Thu: Open 24 hours? | Fri: Open 24 hours? | Sat: Open 24 hours? | Sun: Open 24 hours? | Mon: Open 24 hours?,,,,Google Maps
UK-PET-002,Dhl Express Service Point (post And Packing Peterborough),Independent,,Shipping Services,10 Skaters Way,Peterborough,PE4 6NB,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/east-of-england/cambridgeshire/10-skaters-way/?utm_source=gmb&utm_medium=listings&utm_content=BHX1FJ&utm_campaign=local_listings&y_source=1_Mzg2NjQ4ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Post+and+Packing+Peterborough%29/data=!4m7!3m6!1s0x4877f77887ef9591:0x2ca245657478d02c!8m2!3d52.6209195!4d-0.2722271!16s%2Fg%2F11kmzr5p_h!19sChIJkZXvh3j3d0gRLNB4dGVFoiw,52.6209195,-74.1003521,Tue: 9 AM-6 PM? | Wed: 9 AM-6 PM? | Thu: 9 AM-6 PM? | Fri: 9 AM-6 PM? | Sat: 11 AM-3 PM? | Sun: Closed? | Mon: 9 AM-6 PM?,,,,Google Maps
UK-CAN-001,Fedex Authorized Shipcentre,Independent,,Shipping Services,109 Park St S,Canada,,ON K9J 3R8,UK,+1 800-463-3339,https://local.fedex.com/en-ca/on/peterborough/ypqfr,https://www.google.com/maps/place/FedEx+Authorized+ShipCentre/data=!4m7!3m6!1s0x89d58d1df04d0371:0x160c27e38c0e3586!8m2!3d44.2889318!4d-78.3238562!16s%2Fg%2F11h5vg1lnb!19sChIJcQNN8B2N1YkRhjUOjOMnDBY,44.2889318,-152.1519812,Tue: 9 AM-8 PM? | Wed: 9 AM-8 PM? | Thu: 9 AM-8 PM? | Fri: 9 AM-8 PM? | Sat: 9 AM-5 PM? | Sun: 11 AM-5 PM? | Mon: 9 AM-8 PM?,,,,Google Maps
UK-PET-003,Peterborough Couriers Ltd,Independent,,Shipping Services,Office 11,Peterborough,PE1 5YD,Newark Rd,UK,+44 1733 270774,http://www.peterboroughcouriers.co.uk,https://www.google.com/maps/place/Peterborough+Couriers+Ltd/data=!4m7!3m6!1s0x4877f95a07300891:0x2c7675f5080d54da!8m2!3d52.5814775!4d-0.2058095!16s%2Fg%2F1x6q185s!19sChIJkQgwB1r5d0gR2lQNCPV1diw,52.5814775,-74.0339345,Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-6 PM? | Fri: 8 AM-6 PM? | Sat: Closed? | Sun: Closed? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-PET-004,Peterborough Delivery Services Ltd,Independent,,Shipping Services,26 Catherine Cl,Peterborough,PE2 7FD,,UK,,,https://www.google.com/maps/place/Peterborough+Delivery+Services+Ltd/data=!4m7!3m6!1s0x4877f1914674f74f:0x1558b72c72ca8d2f!8m2!3d52.5592439!4d-0.2756457!16s%2Fg%2F11rwwg3wyd!19sChIJT_d0RpHxd0gRL43Kciy3WBU,52.5592439,-74.1037707,,,,,Google Maps
UK-PET-005,Dhl Express Service Point (safestore Peterborough),Independent,,Shipping Services,Carr Rd,Peterborough,PE1 5XL,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/east-of-england/cambridgeshire/carr-road/?utm_source=gmb&utm_medium=listings&utm_content=BHX1FO&utm_campaign=local_listings&y_source=1_Mzg2NjU2NjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Safestore+Peterborough%29/data=!4m7!3m6!1s0x4877f10a1a24691b:0x9173f1728275f5f2!8m2!3d52.5766215!4d-0.2202365!16s%2Fg%2F11j3sf5nj8!19sChIJG2kkGgrxd0gR8vV1gnLxc5E,52.5766215,-74.0483615,Tue: 8 AM-6 PM? | Wed: 8 AM-6 PM? | Thu: 8 AM-8 PM? | Fri: 8 AM-6 PM? | Sat: 8 AM-6 PM? | Sun: 10 AM-4 PM? | Mon: 8 AM-6 PM?,,,,Google Maps
UK-CAN-002,Dhl Authorized Shipping Centre Peterborough,Independent,,Shipping Services,Located in: The UPS Store,Canada,,ON K9J 2V4,UK,+1 705-748-2639,http://www.dhl.ca,https://www.google.com/maps/place/DHL+Authorized+Shipping+Centre+Peterborough/data=!4m7!3m6!1s0x89d58d6770dc95cf:0xb942a1d9999c3af9!8m2!3d44.3032976!4d-78.3248558!16s%2Fg%2F11qnvpj7cl!19sChIJz5XccGeN1YkR-TqcmdmhQrk,44.3032976,-152.1529808,Tue: 9 AM-6:30 PM? | Wed: 9 AM-6:30 PM? | Thu: 9 AM-6:30 PM? | Fri: 9 AM-6:30 PM? | Sat: 10 AM-5 PM? | Sun: Closed? | Mon: 9 AM-6:30 PM?,,,,Google Maps
UK-PET-006,Dhl Express Service Point (donaldson News & Convenient Store),Independent,,Shipping Services,121 Donaldson Dr,Peterborough,PE4 7XW,,UK,+44 844 248 0844,https://locations.uk.express.dhl.com/east-of-england/cambridgeshire/121-donaldson-drive/?utm_source=gmb&utm_medium=listings&utm_content=BHX1JY&utm_campaign=local_listings&y_source=1_Mzg2NjQ5MTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/DHL+Express+Service+Point+%28Donaldson+News+%26+Convenient+Store%29/data=!4m7!3m6!1s0x4877f1292e397a23:0xca595e7777595d38!8m2!3d52.6093154!4d-0.2506483!16s%2Fg%2F11c0rr9_cg!19sChIJI3o5Linxd0gROF1Zd3deWco,52.6093154,-74.0787733,Tue: 7 AM-9 PM? | Wed: 7 AM-9 PM? | Thu: 7 AM-9 PM? | Fri: 7 AM-9 PM? | Sat: 7 AM-9 PM? | Sun: 9 AM-9 PM? | Mon: 7 AM-9 PM?,,,,Google Maps
UK-CAN-003,Dhl Express Authorized Shipping Center,Independent,,Shipping Services,1032 Monaghan Rd,Canada,,ON K9J 5L1,UK,+1 705-745-8397,https://www.klickship.ca/dhl-location/dhl-peterborough,https://www.google.com/maps/place/DHL+Express+Authorized+Shipping+Center/data=!4m7!3m6!1s0x89d58d78c71c33a7:0x6b576993415f786e!8m2!3d44.2918939!4d-78.3320472!16s%2Fg%2F11ymrxtpvk!19sChIJpzMcx3iN1YkRbnhfQZNpV2s,44.2918939,-152.1601722,Tue: 8 AM-10 PM? | Wed: 8 AM-10 PM? | Thu: 8 AM-10 PM? | Fri: 8 AM-10 PM? | Sat: 8 AM-10 PM? | Sun: 8 AM-10 PM? | Mon: 8 AM-10 PM?,,,,Google Maps
UK-CAN-004,The Ups Store,Independent,,Shipping Services,266 Charlotte St,Canada,,ON K9J 2V4,UK,+1 705-748-2639,https://www.theupsstore.ca/152/about,https://www.google.com/maps/place/The+UPS+Store/data=!4m7!3m6!1s0x89d58cec2b0f8865:0xbff3ea200545986e!8m2!3d44.3033266!4d-78.3248384!16s%2Fg%2F1vs5xq7k!19sChIJZYgPK-yM1YkRbphFBSDq878,44.3033266,-152.1529634,Tue: 9 AM-6:30 PM? | Wed: 9 AM-6:30 PM? | Thu: 9 AM-6:30 PM? | Fri: 9 AM-6:30 PM? | Sat: 10 AM-5 PM? | Sun: Closed? | Mon: 9 AM-6:30 PM?,,,,Google Maps
UK-SLO-001,One Cargo & Courier Ltd,Independent,,Shipping Services,Unit 2277,Slough,SL2 5EN,149 St Pauls Ave,UK,+44 7463 350350,http://www.onecargouk.co.uk,https://www.google.com/maps/place/One+Cargo+%26+Courier+ltd/data=!4m7!3m6!1s0x487664d7eeaeecdb:0x6401d0fdce01d447!8m2!3d51.5138362!4d-0.5816968!16s%2Fg%2F11ggr3hn3r!19sChIJ2-yu7tdkdkgRR9QBzv3QAWQ,51.5138362,-0.6537946,Tue: 10 AM-6 PM? | Wed: 10 AM-6 PM? | Thu: 10 AM-6 PM? | Fri: 10 AM-6 PM? | Sat: 10 AM-6 PM? | Sun: Closed? | Mon: 10 AM-6 PM?,,,,Google Maps
